Customer_ID,Customer_Name,Email,Phone_Number,Product_ID,Product_Name,Order_ID,Order_Date,Order_Amount,Order_Status,Service_Type,Campaign_ID,Campaign_Name,Response_Rate (%),Conversion_Rate (%),Warehouse_Location,Shipping_Method,Shipping_Cost,Customer_Region,Profit_Margin (%)
CUST05712,Patricia Kennedy,soconnor@rowland.org,001-580-769-4015x1415,PROD0027,Practice,ORD0005712,2022-09-12,2887.36,Pending,Fulfillment,CAMP0092,Tax Campaign,1.95,14.92,Indianapolis,Ground,451.01,North America,49.82
CUST05713,Ashley Tran,frankwright@yahoo.com,027-754-4682x45834,PROD0352,Result,ORD0005713,2018-07-02,7526.22,Canceled,Direct Mail,CAMP0018,Difficult Campaign,9.5,29.18,Shenzhen,Sea,37.59,North America,28.61
CUST05714,Ralph Mccarthy,carriehenderson@stewart-brown.info,+1-461-684-8332,PROD0396,Work,ORD0005714,2021-11-05,3356.45,Completed,Fulfillment,CAMP0035,Tough Campaign,45.06,28.15,Shenzhen,Sea,99.04,North America,15.44
CUST05715,Mary Kelly,llogan@yahoo.com,5317618459,PROD0060,Nature,ORD0005715,2018-04-01,8680.38,Completed,Printing,CAMP0059,Matter Campaign,48.6,15.24,Berlin,Air,298.42,Asia,36.72
CUST05716,Elizabeth Rodriguez,rhoward@hotmail.com,(144)412-0109,PROD0020,Rise,ORD0005716,2022-03-05,8152.25,Shipped,Printing,CAMP0024,Read Campaign,2.27,21.08,Berlin,Sea,278.92,North America,28.82
CUST05717,Crystal Pierce,walterselizabeth@gmail.com,001-814-311-5166x167,PROD0337,Threat,ORD0005717,2021-08-25,3825.07,Canceled,Printing,CAMP0017,Own Campaign,7.08,28.88,Indianapolis,Air,222.3,South America,14.49
CUST05718,Amy Fitzpatrick,bwebb@gmail.com,(422)678-7548x6225,PROD0010,Lawyer,ORD0005718,2020-11-06,4500.23,Pending,Printing,CAMP0013,Matter Campaign,45.2,12.72,Toronto,Ground,329.95,North America,14.96
CUST05719,Todd Mendez,patrickescobar@gonzalez.com,+1-707-459-3287x467,PROD0107,Control,ORD0005719,2022-04-25,4399.84,Canceled,Fulfillment,CAMP0038,School Campaign,17.17,25.14,Toronto,Ground,445.96,Europe,31.88
CUST05720,Kristy Brown,justin93@castro.info,(812)220-5217x1105,PROD0291,Arrive,ORD0005720,2018-09-15,2423.96,Completed,Fulfillment,CAMP0083,Nation Campaign,19.76,12.59,Indianapolis,Sea,96.87,Asia,39.96
CUST05721,Alicia Hoffman,kristencooper@phillips.com,584.053.3803,PROD0350,Participant,ORD0005721,2018-08-31,6877.15,Shipped,Direct Mail,CAMP0030,Long Campaign,13.4,9.8,Berlin,Ground,331.77,South America,37.41
CUST05722,Jeffrey Marquez,sortiz@allen-lewis.info,485-655-5744x664,PROD0089,Back,ORD0005722,2022-06-16,1019.53,Pending,Direct Mail,CAMP0077,Direction Campaign,21.63,15.91,Indianapolis,Sea,42.21,Europe,30.26
CUST05723,Ashley Jenkins,marylester@yahoo.com,777.221.2955x50143,PROD0027,Everybody,ORD0005723,2023-09-09,8040.02,Pending,Direct Mail,CAMP0063,Provide Campaign,32.48,12.5,Indianapolis,Sea,317.91,Asia,20.27
CUST05724,Kendra Phillips,schaeferdakota@gmail.com,(396)379-6294x0899,PROD0002,Approach,ORD0005724,2021-09-03,2074.91,Canceled,Fulfillment,CAMP0014,Daughter Campaign,18.23,12.06,Shenzhen,Air,243.2,North America,11.62
CUST05725,Edwin Anderson,wuroy@hotmail.com,821-973-6532x5250,PROD0194,Meeting,ORD0005725,2020-08-28,4171.15,Pending,Fulfillment,CAMP0051,East Campaign,13.55,26.23,Shenzhen,Sea,185.55,Asia,45.31
CUST05726,Whitney Melton,james71@olsen.com,+1-283-098-6647x63510,PROD0265,Support,ORD0005726,2019-08-21,3702.77,Completed,Direct Mail,CAMP0095,Order Campaign,15.64,19.35,Shenzhen,Air,462.79,Asia,9.69
CUST05727,Erin Melton,oconnordaniel@mason.com,001-074-337-0299x78874,PROD0375,Respond,ORD0005727,2020-04-02,8929.02,Pending,Fulfillment,CAMP0090,Story Campaign,41.63,28.49,Indianapolis,Air,130.01,South America,31.34
CUST05728,Kara Andrews,wilsoncatherine@porter-patton.net,748-991-4646,PROD0108,Admit,ORD0005728,2020-09-27,2386.9,Shipped,Fulfillment,CAMP0081,Collection Campaign,46.65,12.8,Indianapolis,Air,256.32,Asia,33.62
CUST05729,Robin Barker,jreeves@davis.com,+1-724-363-2828x80087,PROD0368,Herself,ORD0005729,2020-05-24,1579.71,Completed,Direct Mail,CAMP0025,Meet Campaign,24.01,12.46,Indianapolis,Air,53.21,Asia,49.81
CUST05730,Karen Walker,michael26@yahoo.com,253.581.9200,PROD0415,Else,ORD0005730,2020-07-23,8710.71,Completed,Fulfillment,CAMP0057,Drug Campaign,14.74,2.88,Indianapolis,Ground,282.65,North America,19.09
CUST05731,Sarah Norton,hjames@anderson.com,001-412-585-9047x9060,PROD0040,Time,ORD0005731,2021-07-04,3340.77,Shipped,Printing,CAMP0058,Always Campaign,39.16,20.09,Shenzhen,Ground,84.46,South America,27.57
CUST05732,Daniel Kramer,jeremy33@yahoo.com,001-800-088-6148,PROD0185,Sound,ORD0005732,2018-08-11,641.37,Shipped,Direct Mail,CAMP0008,Manage Campaign,49.66,17.22,Toronto,Ground,101.14,Europe,44.86
CUST05733,Thomas Lopez,cardenasann@hotmail.com,974.950.4247,PROD0479,With,ORD0005733,2019-01-18,3251.97,Shipped,Fulfillment,CAMP0066,Involve Campaign,20.45,28.6,Berlin,Ground,71.75,South America,42.42
CUST05734,Heather Johnson,claybrittany@jones-greene.info,327-675-9526,PROD0137,Or,ORD0005734,2020-07-16,9164.2,Canceled,Direct Mail,CAMP0029,Behind Campaign,47.07,17.49,Shenzhen,Ground,270.77,South America,16.34
CUST05735,Pamela Anderson,david76@silva-lee.com,+1-375-340-9328x9518,PROD0200,Direction,ORD0005735,2018-03-15,322.2,Canceled,Fulfillment,CAMP0099,Fly Campaign,29.28,29.6,Toronto,Sea,284.07,Europe,37.68
CUST05736,Haley Smith,stephaniefry@yahoo.com,+1-544-573-5065x2509,PROD0145,Consumer,ORD0005736,2022-03-02,682.15,Shipped,Printing,CAMP0054,Claim Campaign,19.22,17.35,Indianapolis,Ground,225.28,Europe,34.59
CUST05737,Philip Warner,brockchristian@sandoval.com,(649)613-5388,PROD0306,Consider,ORD0005737,2019-07-18,5191.31,Shipped,Direct Mail,CAMP0097,Party Campaign,28.97,28.79,Indianapolis,Ground,173.98,Europe,49.51
CUST05738,Donna Wells,zamoraamber@wong.com,2338425881,PROD0412,Draw,ORD0005738,2019-04-17,246.78,Canceled,Fulfillment,CAMP0038,Difficult Campaign,3.55,24.17,Indianapolis,Sea,336.58,North America,34.34
CUST05739,Valerie Suarez,davidbrittany@ferguson.com,001-731-379-2693,PROD0402,Least,ORD0005739,2020-12-14,6883.76,Completed,Fulfillment,CAMP0011,Sign Campaign,11.64,24.71,Berlin,Ground,128.63,North America,40.42
CUST05740,Emily Lowe,bburton@yahoo.com,+1-532-462-4244x855,PROD0443,Somebody,ORD0005740,2018-04-17,6946.86,Canceled,Fulfillment,CAMP0088,Light Campaign,16.92,24.94,Shenzhen,Ground,20.53,Asia,25.95
CUST05741,Heidi Mcguire,tara95@rodriguez.com,891-880-0762x7945,PROD0096,High,ORD0005741,2021-06-11,8898.11,Completed,Printing,CAMP0086,Information Campaign,19.22,22.87,Toronto,Ground,29.66,South America,38.47
CUST05742,Larry Fitzpatrick,emilyscott@rodriguez-norris.net,064.527.4272x69065,PROD0258,In,ORD0005742,2021-08-25,3103.11,Shipped,Direct Mail,CAMP0086,Nice Campaign,24.64,21.92,Shenzhen,Air,390.11,Asia,31.43
CUST05743,Zachary Ali,icrosby@fitzgerald-roberts.net,728.772.1015x98010,PROD0470,Main,ORD0005743,2019-12-26,7249.61,Shipped,Printing,CAMP0009,Western Campaign,22.39,4.79,Indianapolis,Sea,404.82,North America,6.29
CUST05744,Andrea Bradshaw,matthewthomas@gmail.com,001-060-437-6405x989,PROD0393,Southern,ORD0005744,2020-07-16,8023.92,Canceled,Printing,CAMP0056,Ball Campaign,49.03,2.19,Indianapolis,Air,411.9,Asia,19.23
CUST05745,Mark Rodriguez,psanchez@campbell.com,+1-242-824-7318x899,PROD0318,Structure,ORD0005745,2018-07-20,6577.13,Shipped,Direct Mail,CAMP0081,Head Campaign,40.95,22.55,Shenzhen,Sea,49.99,Asia,36.47
CUST05746,Matthew Freeman,davidanderson@thompson-morton.org,382.735.2837,PROD0054,Benefit,ORD0005746,2020-01-26,2867.93,Completed,Direct Mail,CAMP0015,Long Campaign,29.11,7.44,Indianapolis,Sea,78.24,Asia,34.18
CUST05747,Michael Bailey,josephclay@jacobs.org,162-840-5906x075,PROD0315,Feel,ORD0005747,2023-10-26,6298.66,Completed,Printing,CAMP0099,Attorney Campaign,40.9,29.8,Indianapolis,Sea,252.65,North America,11.05
CUST05748,Michelle Woods,msmith@hotmail.com,6227994032,PROD0365,Which,ORD0005748,2020-09-28,4031.96,Completed,Direct Mail,CAMP0015,Record Campaign,34.46,22.76,Berlin,Ground,17.28,Europe,16.84
CUST05749,Debbie Johnson,jason56@gmail.com,802-410-8590x848,PROD0121,Sea,ORD0005749,2023-02-10,6407.0,Completed,Direct Mail,CAMP0088,It Campaign,13.18,1.68,Indianapolis,Sea,79.01,North America,5.03
CUST05750,Sherry Rogers,fullersara@roberts.net,+1-071-990-7975,PROD0055,World,ORD0005750,2023-09-14,3780.03,Canceled,Direct Mail,CAMP0072,Huge Campaign,27.74,29.38,Berlin,Air,22.53,Asia,44.61
CUST05751,Austin Dixon,gkaiser@yahoo.com,(238)952-2343x04216,PROD0459,Red,ORD0005751,2022-11-26,3216.88,Shipped,Direct Mail,CAMP0014,Billion Campaign,22.6,19.34,Toronto,Ground,124.75,North America,21.77
CUST05752,David Sherman,nbutler@gmail.com,745-702-3535x049,PROD0127,Material,ORD0005752,2022-02-22,6521.6,Completed,Fulfillment,CAMP0028,Hotel Campaign,47.4,5.03,Indianapolis,Air,358.48,Asia,47.83
CUST05753,Susan Padilla,scottjohnson@gmail.com,4680671273,PROD0278,Huge,ORD0005753,2022-04-29,781.78,Completed,Direct Mail,CAMP0051,Place Campaign,27.32,20.15,Shenzhen,Ground,198.59,Europe,49.21
CUST05754,Christopher Wong,jillianward@hotmail.com,+1-734-644-5707x002,PROD0122,Decade,ORD0005754,2021-10-12,536.15,Canceled,Printing,CAMP0065,Author Campaign,30.09,15.91,Shenzhen,Sea,383.26,Asia,25.42
CUST05755,Eileen Small,davidlindsey@gmail.com,001-227-413-2471x423,PROD0137,Happy,ORD0005755,2019-07-28,5433.65,Canceled,Printing,CAMP0078,Draw Campaign,10.41,16.54,Indianapolis,Sea,255.64,Asia,32.55
CUST05756,Rebecca Garcia,smanning@morales.net,+1-120-968-9387,PROD0185,Including,ORD0005756,2018-05-24,3746.51,Pending,Fulfillment,CAMP0073,Certain Campaign,26.07,19.23,Toronto,Sea,299.96,North America,47.86
CUST05757,Ashley Humphrey,wileymonica@miller-howard.com,0899905803,PROD0499,Remember,ORD0005757,2021-05-09,251.6,Shipped,Direct Mail,CAMP0043,Believe Campaign,17.76,25.39,Berlin,Sea,424.07,Asia,14.03
CUST05758,Mallory Mercado,gregoryangela@yahoo.com,565-285-4483,PROD0430,Instead,ORD0005758,2019-12-18,5554.66,Canceled,Fulfillment,CAMP0063,Above Campaign,3.59,15.54,Toronto,Air,439.0,North America,22.24
CUST05759,Blake Young,thamilton@kent-lambert.com,037-498-7829x5374,PROD0383,Return,ORD0005759,2021-06-28,7756.86,Canceled,Direct Mail,CAMP0039,Order Campaign,1.16,3.09,Indianapolis,Ground,344.46,Asia,12.87
CUST05760,Julian Jones,thatfield@yahoo.com,+1-574-569-2216x110,PROD0476,Foot,ORD0005760,2019-09-08,3856.4,Canceled,Fulfillment,CAMP0084,Various Campaign,26.45,25.97,Shenzhen,Air,397.43,North America,30.04
CUST05761,Amber Gutierrez,pittmantonya@tran.com,+1-397-642-8398x7248,PROD0364,Story,ORD0005761,2019-09-26,2636.72,Pending,Fulfillment,CAMP0075,Light Campaign,28.33,11.83,Toronto,Air,363.42,Asia,36.69
CUST05762,Kari Moore,moorenancy@miller-marks.com,010.368.8698,PROD0327,Officer,ORD0005762,2018-02-28,2795.56,Shipped,Printing,CAMP0077,Public Campaign,32.32,14.46,Indianapolis,Ground,382.74,South America,11.79
CUST05763,Tyler Burke,benjaminrodriguez@murray-williams.info,422-663-2367x73474,PROD0022,Free,ORD0005763,2020-12-09,6190.15,Canceled,Printing,CAMP0044,Trade Campaign,27.62,6.92,Toronto,Ground,468.81,North America,18.05
CUST05764,Thomas Tyler,kristen22@hotmail.com,(649)210-9460x4809,PROD0008,Early,ORD0005764,2018-09-06,5750.58,Completed,Fulfillment,CAMP0007,Pm Campaign,2.96,8.82,Toronto,Sea,256.44,Europe,12.48
CUST05765,Karen Chapman,nlindsey@yahoo.com,+1-834-157-4880x8935,PROD0436,Girl,ORD0005765,2019-06-25,6433.06,Shipped,Fulfillment,CAMP0021,Say Campaign,42.71,5.56,Berlin,Air,244.69,North America,38.09
CUST05766,Timothy Watkins,peterslaurie@berry.info,+1-171-627-5033,PROD0405,Check,ORD0005766,2019-05-02,3730.85,Shipped,Direct Mail,CAMP0008,Computer Campaign,9.3,28.47,Toronto,Air,327.73,Europe,12.9
CUST05767,Dana Jones,wangamanda@munoz.net,015.157.9884x70036,PROD0029,Significant,ORD0005767,2019-08-26,4684.4,Pending,Direct Mail,CAMP0004,Necessary Campaign,16.8,28.45,Shenzhen,Air,498.99,South America,12.11
CUST05768,Jonathan Johnston,zacharymorton@clark.com,+1-255-368-3119,PROD0077,Woman,ORD0005768,2021-08-15,8441.77,Pending,Printing,CAMP0030,Responsibility Campaign,32.18,22.02,Shenzhen,Air,100.91,Asia,48.48
CUST05769,Pamela Mcintosh,ibrewer@young.org,263-952-7872,PROD0377,Cost,ORD0005769,2021-04-14,4341.46,Shipped,Printing,CAMP0074,Forget Campaign,34.25,10.07,Toronto,Ground,362.01,North America,7.6
CUST05770,David Chen,kevin96@hotmail.com,(842)759-1868x250,PROD0275,Country,ORD0005770,2018-03-31,7543.18,Shipped,Printing,CAMP0041,Maybe Campaign,7.98,16.6,Berlin,Sea,44.75,North America,13.12
CUST05771,Michele Allen,jordan78@smith.org,682-549-5375x942,PROD0466,Serve,ORD0005771,2019-12-29,8115.44,Pending,Direct Mail,CAMP0038,Enter Campaign,22.65,9.99,Indianapolis,Ground,158.0,North America,42.19
CUST05772,Corey Thompson,bmills@krueger-frye.com,001-773-497-6987x823,PROD0291,Response,ORD0005772,2020-07-19,8676.8,Shipped,Direct Mail,CAMP0093,Television Campaign,46.21,19.4,Indianapolis,Ground,390.2,South America,32.58
CUST05773,Charles Ortega,veronica92@jones-brandt.org,(665)882-5196x082,PROD0205,Check,ORD0005773,2018-01-29,9563.9,Pending,Direct Mail,CAMP0001,Next Campaign,35.98,13.85,Berlin,Sea,292.08,Asia,11.71
CUST05774,Ryan Miller,olivia37@hotmail.com,001-614-841-7831,PROD0020,President,ORD0005774,2021-01-28,5983.78,Completed,Fulfillment,CAMP0007,Game Campaign,13.2,17.36,Toronto,Ground,125.71,Europe,43.46
CUST05775,Jennifer Spencer,ryanandrews@schroeder-gray.com,9862925139,PROD0015,Year,ORD0005775,2021-03-28,5159.24,Pending,Direct Mail,CAMP0014,Key Campaign,6.34,13.58,Berlin,Ground,33.57,Europe,46.08
CUST05776,Autumn Smith,johnsonsandra@gmail.com,(300)680-1185,PROD0202,Realize,ORD0005776,2021-07-14,3662.53,Canceled,Printing,CAMP0095,Other Campaign,5.43,6.29,Toronto,Air,330.44,North America,45.65
CUST05777,Michael Morgan,prodgers@gmail.com,(784)776-0153x33793,PROD0318,Suffer,ORD0005777,2021-09-28,7863.8,Shipped,Direct Mail,CAMP0085,Agreement Campaign,34.75,27.05,Berlin,Air,219.54,Asia,42.88
CUST05778,Brian Allen,xmurillo@cochran-palmer.info,+1-896-807-1944,PROD0072,Growth,ORD0005778,2023-03-11,1269.17,Canceled,Fulfillment,CAMP0042,Maintain Campaign,6.08,22.25,Berlin,Ground,413.32,North America,40.2
CUST05779,Jane Ramirez,zlarson@yahoo.com,+1-244-949-6109x3507,PROD0417,Well,ORD0005779,2023-10-14,895.12,Completed,Printing,CAMP0086,Firm Campaign,19.03,5.76,Indianapolis,Ground,189.69,Asia,41.12
CUST05780,Rebecca Neal,martinezelizabeth@gmail.com,+1-267-919-9611x20798,PROD0392,Class,ORD0005780,2021-08-01,7960.7,Shipped,Direct Mail,CAMP0001,Hold Campaign,23.18,14.33,Indianapolis,Ground,62.01,Asia,19.7
CUST05781,Cameron Miller,garciachristopher@monroe-maldonado.net,001-408-483-6543x93684,PROD0492,Kid,ORD0005781,2021-06-28,365.41,Shipped,Direct Mail,CAMP0062,President Campaign,20.65,10.34,Shenzhen,Ground,334.58,South America,46.39
CUST05782,Ana Conway,qgross@bridges-thomas.com,505.375.6165x7222,PROD0462,Than,ORD0005782,2019-07-14,3157.43,Completed,Direct Mail,CAMP0042,Movie Campaign,2.99,16.85,Shenzhen,Air,72.36,Asia,16.92
CUST05783,Krista Harvey,hwilliams@dorsey.com,+1-222-784-3842x2029,PROD0265,Space,ORD0005783,2018-01-16,2793.63,Canceled,Printing,CAMP0064,Protect Campaign,23.77,9.47,Toronto,Sea,463.86,Europe,37.81
CUST05784,Brandon Meyer,hendersonandrew@garcia.com,8582530826,PROD0340,Notice,ORD0005784,2020-11-15,7002.18,Completed,Fulfillment,CAMP0017,Continue Campaign,40.74,16.59,Berlin,Air,407.05,North America,26.22
CUST05785,Rachel Webster,ashleymiller@lambert.com,485-191-6126,PROD0194,Church,ORD0005785,2021-09-14,4109.17,Canceled,Fulfillment,CAMP0021,Every Campaign,32.49,25.16,Shenzhen,Sea,102.18,Asia,47.87
CUST05786,Matthew Diaz,christycochran@bell.org,056.071.8437,PROD0373,Together,ORD0005786,2020-06-26,9627.94,Pending,Printing,CAMP0024,Citizen Campaign,4.53,15.41,Toronto,Ground,371.26,North America,20.51
CUST05787,Kristine Walls,yknight@gmail.com,234.009.1703x268,PROD0204,New,ORD0005787,2020-02-22,4726.89,Completed,Fulfillment,CAMP0039,Investment Campaign,21.37,17.85,Shenzhen,Ground,294.41,South America,25.76
CUST05788,Cynthia Mata,hgomez@gmail.com,076-728-8858x1250,PROD0089,Suggest,ORD0005788,2020-11-10,6044.37,Canceled,Printing,CAMP0071,Even Campaign,11.21,23.09,Toronto,Sea,491.14,South America,33.36
CUST05789,Amanda Johnson,maria70@ramirez.com,001-563-357-9431,PROD0398,One,ORD0005789,2021-06-29,6082.75,Completed,Printing,CAMP0002,On Campaign,10.82,27.43,Toronto,Air,15.42,South America,8.77
CUST05790,James Baker,fowleramy@brown.com,001-371-838-5472x9158,PROD0230,Upon,ORD0005790,2019-09-21,7981.48,Shipped,Fulfillment,CAMP0026,Car Campaign,10.71,28.64,Berlin,Sea,114.84,Asia,29.34
CUST05791,Stephanie Ramirez,burtonjared@yahoo.com,563-764-6169x79756,PROD0297,Red,ORD0005791,2022-02-08,8123.77,Shipped,Fulfillment,CAMP0030,Certainly Campaign,1.03,11.38,Berlin,Sea,44.52,Asia,28.22
CUST05792,Abigail Scott,muelleradam@yahoo.com,(220)200-2267,PROD0061,End,ORD0005792,2022-04-03,3333.19,Pending,Printing,CAMP0096,Against Campaign,45.83,9.3,Toronto,Ground,314.14,South America,49.97
CUST05793,Katherine Thompson,brendaphillips@gmail.com,090-165-9715,PROD0111,Boy,ORD0005793,2019-09-23,1555.23,Canceled,Direct Mail,CAMP0037,Job Campaign,20.64,26.45,Berlin,Ground,122.58,Asia,5.42
CUST05794,Eric Smith,billysharp@garcia.com,+1-717-651-9071,PROD0332,Military,ORD0005794,2018-02-04,3321.08,Shipped,Direct Mail,CAMP0055,Training Campaign,25.15,19.77,Indianapolis,Air,63.37,Asia,37.66
CUST05795,Samuel Hall,donaldgarner@yahoo.com,7431957145,PROD0115,Still,ORD0005795,2018-12-19,1984.51,Completed,Direct Mail,CAMP0028,Read Campaign,10.86,21.92,Indianapolis,Air,368.95,South America,24.39
CUST05796,Michael Norton,meganmorton@miranda.org,001-902-467-0205x648,PROD0097,Late,ORD0005796,2020-04-02,6835.03,Completed,Printing,CAMP0052,Interview Campaign,11.31,23.94,Toronto,Ground,414.96,Europe,6.77
CUST05797,Kelsey Grant,peterspatrick@rubio-hill.com,897.722.6611,PROD0429,Different,ORD0005797,2023-06-14,520.96,Pending,Direct Mail,CAMP0087,Play Campaign,6.85,10.88,Indianapolis,Sea,484.21,North America,41.23
CUST05798,Lawrence Arnold,shawn31@yahoo.com,(522)999-3960x889,PROD0146,Speech,ORD0005798,2020-09-27,3951.17,Completed,Printing,CAMP0076,Decide Campaign,47.63,27.38,Berlin,Ground,424.57,Asia,36.42
CUST05799,Maria King,jimenezashley@thompson-castillo.com,001-771-953-2993x816,PROD0218,Into,ORD0005799,2021-12-14,4961.16,Canceled,Printing,CAMP0023,Risk Campaign,25.32,24.6,Shenzhen,Ground,133.36,South America,26.77
CUST05800,Sara Mcneil,jeanbarnes@blackwell.com,+1-225-805-7819x933,PROD0146,Maintain,ORD0005800,2020-03-12,7502.42,Shipped,Direct Mail,CAMP0047,Paper Campaign,24.65,20.86,Indianapolis,Sea,299.66,Asia,16.4
CUST05801,Teresa Fox,isabel36@hotmail.com,(555)733-6702x270,PROD0426,Key,ORD0005801,2019-12-14,4272.85,Canceled,Fulfillment,CAMP0052,Important Campaign,42.75,7.9,Shenzhen,Air,291.51,Europe,16.51
CUST05802,Shawn James,jessicamcgee@hotmail.com,(884)664-4339,PROD0414,Expert,ORD0005802,2022-07-04,3604.08,Pending,Fulfillment,CAMP0054,Treatment Campaign,31.52,16.48,Indianapolis,Sea,59.8,Asia,12.37
CUST05803,Veronica Munoz,jonesnicole@atkinson-neal.com,661.182.0330x74124,PROD0086,Law,ORD0005803,2020-04-17,2181.17,Completed,Printing,CAMP0014,Involve Campaign,29.42,12.02,Berlin,Air,482.54,North America,19.29
CUST05804,Renee Green,anthonygonzalez@yahoo.com,(289)571-4067x5451,PROD0103,Set,ORD0005804,2022-02-19,8498.62,Shipped,Printing,CAMP0046,Item Campaign,16.77,13.25,Toronto,Air,399.64,South America,19.58
CUST05805,Robin Sims,edwardscameron@gmail.com,624.225.5042x988,PROD0314,Art,ORD0005805,2018-03-13,5811.16,Completed,Direct Mail,CAMP0029,Account Campaign,33.92,13.84,Berlin,Air,283.98,Asia,17.4
CUST05806,Tanya Calderon,fmooney@yahoo.com,(582)021-2010,PROD0054,Himself,ORD0005806,2020-06-29,2456.17,Pending,Fulfillment,CAMP0075,Her Campaign,36.14,7.36,Berlin,Air,138.82,South America,23.56
CUST05807,Jonathan Matthews,sarahmacias@hotmail.com,001-296-369-0341x5479,PROD0322,Bring,ORD0005807,2021-03-06,8409.34,Canceled,Printing,CAMP0049,Drive Campaign,7.84,28.13,Berlin,Ground,228.79,Europe,26.13
CUST05808,Tammy Hall,mathewsbrandon@wells.com,244.088.5377x652,PROD0344,Receive,ORD0005808,2019-12-10,6586.46,Completed,Fulfillment,CAMP0014,Break Campaign,21.11,25.13,Berlin,Sea,294.9,Asia,35.73
CUST05809,Amanda Howell,baileyschneider@yahoo.com,032.855.5634,PROD0121,Fill,ORD0005809,2018-04-03,2678.71,Shipped,Printing,CAMP0027,Power Campaign,46.89,25.45,Toronto,Air,171.65,North America,47.76
CUST05810,Debbie Roberson,michael22@howard-sloan.info,601-454-0696x1940,PROD0271,Stuff,ORD0005810,2020-01-23,4680.96,Shipped,Printing,CAMP0036,On Campaign,46.84,19.07,Berlin,Air,263.79,Europe,35.53
CUST05811,Jennifer Lee,snyderlaura@archer-carter.org,(015)154-9038x3026,PROD0097,Type,ORD0005811,2020-04-12,809.88,Canceled,Printing,CAMP0043,Yard Campaign,18.47,13.87,Toronto,Sea,334.27,Europe,21.66
CUST05812,Robert Smith,twalter@hotmail.com,(160)658-3446,PROD0109,Glass,ORD0005812,2022-02-22,5847.79,Completed,Printing,CAMP0024,Now Campaign,31.03,24.73,Toronto,Air,278.48,Asia,13.5
CUST05813,Scott Morgan,cohenrebecca@yahoo.com,000-241-0401x123,PROD0272,Successful,ORD0005813,2019-07-09,3309.96,Canceled,Printing,CAMP0013,Poor Campaign,26.59,10.7,Berlin,Air,351.9,South America,6.85
CUST05814,Thomas Fisher,hannaruth@lawson.com,451.421.1305x74512,PROD0122,Win,ORD0005814,2022-02-27,9975.52,Shipped,Direct Mail,CAMP0008,Paper Campaign,28.06,17.98,Shenzhen,Air,51.13,South America,6.45
CUST05815,Heidi Stevenson,mclaughlinamanda@strickland-hughes.com,350.149.4818x3922,PROD0425,Wife,ORD0005815,2018-01-06,9293.0,Pending,Direct Mail,CAMP0086,Lay Campaign,3.76,23.77,Berlin,Sea,166.58,Europe,42.65
CUST05816,Eric Soto,bruce29@peck-rogers.com,1720280477,PROD0250,Rich,ORD0005816,2023-01-26,2836.59,Canceled,Direct Mail,CAMP0073,Mr Campaign,43.32,29.19,Indianapolis,Ground,112.85,North America,41.88
CUST05817,Diana Fisher,nicholasblake@hotmail.com,034-230-0042x2631,PROD0177,Moment,ORD0005817,2018-11-09,934.02,Pending,Printing,CAMP0096,Return Campaign,30.23,14.1,Toronto,Ground,373.89,North America,31.33
CUST05818,Paula Rodriguez,elizabethbaker@gmail.com,130.471.9021,PROD0162,Pattern,ORD0005818,2023-05-04,4923.01,Canceled,Fulfillment,CAMP0023,Special Campaign,39.3,22.92,Toronto,Ground,85.37,Europe,13.14
CUST05819,Jeffery Walker,philip65@yahoo.com,+1-700-316-5734,PROD0430,Care,ORD0005819,2023-08-25,872.83,Canceled,Fulfillment,CAMP0090,Wish Campaign,2.84,5.02,Berlin,Sea,222.84,Europe,30.94
CUST05820,David Dixon,krobinson@edwards-davis.com,(511)839-9449x36302,PROD0326,Agree,ORD0005820,2018-11-20,7688.2,Pending,Fulfillment,CAMP0071,Again Campaign,5.25,16.99,Toronto,Air,62.82,North America,11.6
CUST05821,Jared Parker,margaretelliott@pena.com,730.998.7464x75099,PROD0248,Free,ORD0005821,2018-12-31,4504.74,Pending,Printing,CAMP0030,Turn Campaign,4.91,16.99,Berlin,Sea,229.67,Europe,27.54
CUST05822,Steven Page,robinchan@yahoo.com,001-869-843-0042x33934,PROD0346,Relationship,ORD0005822,2021-02-07,1645.05,Canceled,Fulfillment,CAMP0016,Effort Campaign,38.05,13.25,Shenzhen,Air,164.83,Europe,38.58
CUST05823,Emily Stanton,garciaphilip@davis.com,620-213-3734x06231,PROD0191,Official,ORD0005823,2020-03-18,1217.47,Pending,Printing,CAMP0028,Maybe Campaign,8.24,20.25,Shenzhen,Sea,132.02,South America,7.89
CUST05824,Glenn Jackson,craigwilliam@jones.com,001-416-827-2281x74394,PROD0328,Ball,ORD0005824,2021-08-14,1820.42,Completed,Fulfillment,CAMP0039,Factor Campaign,9.06,5.15,Toronto,Air,469.14,Europe,40.86
CUST05825,Jaclyn Yang,mdavis@gmail.com,001-750-176-2233,PROD0235,From,ORD0005825,2022-10-18,2035.33,Shipped,Direct Mail,CAMP0011,Behind Campaign,14.16,17.37,Indianapolis,Ground,301.13,Asia,22.0
CUST05826,Matthew Thompson,thomas52@hotmail.com,+1-592-419-8277,PROD0134,Center,ORD0005826,2018-01-12,3168.37,Completed,Printing,CAMP0084,Throughout Campaign,8.04,27.64,Berlin,Air,107.31,North America,14.6
